rollout/exploration_rate,time/fps,time/episodes,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,train/loss,train/learning_rate,train/n_updates
0.9556666666666668,9,4,8.0,4.860418,5,56,,,
0.8543333333333336,15,8,13.0,3.084421125,11,184,,,
0.8068333333333335,14,12,13.166666666666666,2.433148666666667,16,244,0.17840732634067535,0.001,3
0.7466666666666666,15,16,16.0,1.3276015,21,320,0.22331373393535614,0.001,7
0.6801666666666666,15,20,16.5,0.4298471000000001,26,404,0.21160437166690826,0.001,13
0.5883333333333334,16,24,18.333333333333332,0.37575058333333367,32,520,0.332335501909256,0.001,20
0.490166666666667,16,28,20.607142857142858,-0.5051846785714283,38,644,0.30446696281433105,0.001,28
0.3001666666666668,19,32,23.71875,-0.9976738437499998,44,884,0.27743828296661377,0.001,43
0.23999999999999988,19,36,24.805555555555557,-1.1874550555555554,50,960,0.15195544064044952,0.001,47
0.14183333333333348,19,40,25.0,-1.2266157249999998,55,1084,0.1639595329761505,0.001,55
0.05,20,44,27.045454545454547,-1.5013390454545457,62,1268,0.11152061820030212,0.001,67
0.05,20,48,28.0,-1.906532145833333,68,1400,0.31762784719467163,0.001,75
0.05,21,52,30.46153846153846,-3.1648344807692306,75,1640,0.16037505865097046,0.001,90
0.05,22,56,32.57142857142857,-3.5901752499999993,82,1880,0.039267078042030334,0.001,105
0.05,23,60,34.4,-3.941532099999999,88,2120,0.0941539779305458,0.001,120
0.05,24,64,36.0,-4.292346374999999,95,2360,0.1128615066409111,0.001,135
0.05,25,68,36.955882352941174,-4.355220176470588,102,2600,0.04139002040028572,0.001,150
0.05,25,72,37.875,-4.54650686111111,109,2836,0.09294393658638,0.001,165
0.05,25,76,37.5,-4.383286065789473,115,2960,0.044748708605766296,0.001,172
0.05,26,80,38.625,-4.646641699999999,122,3200,0.1703600138425827,0.001,187
0.05,25,84,39.11904761904762,-4.591859476190475,128,3320,0.1298750638961792,0.001,195
0.05,26,88,39.39772727272727,-4.645202886363635,135,3556,0.06536480784416199,0.001,210
0.05,26,92,39.72043010752688,-4.572777892473117,143,3796,0.17432263493537903,0.001,225
0.05,25,96,39.135416666666664,-4.439256187499999,147,3808,,,
0.05,25,100,38.31,-4.24515072,152,3864,0.06994616985321045,0.001,229
0.05,25,104,40.39,-4.832366929999999,159,4104,0.20120744407176971,0.001,244
0.05,25,108,41.01,-6.04295478,166,4292,0.15341554582118988,0.001,256
0.05,26,112,42.87,-6.44635339,174,4532,0.16928870975971222,0.001,271
0.05,26,116,44.29,-6.7190416,181,4772,0.09751995652914047,0.001,286
0.05,26,120,45.95,-6.910104329999999,188,5012,0.03390789031982422,0.001,301
0.05,26,124,47.25,-7.20780815,195,5252,0.07670041173696518,0.001,316
0.05,27,128,48.28,-7.3047042399999995,202,5492,0.07772624492645264,0.001,331
0.05,27,132,48.86,-7.47835765,209,5732,0.06502250581979752,0.001,346
0.05,27,136,49.92,-7.6831464600000015,217,5972,0.24995075166225433,0.001,361
